contig_id	contig_length	provirus	proviral_length	gene_count	viral_genes	host_genes	checkv_quality	miuvig_quality	completeness	completeness_method	contamination	kmer_freq	warnings
NC_028269.1	29767	No	NA	31	5	0	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.0	
NC_028255.1	11003	No	NA	6	5	0	High-quality	High-quality	99.03	AAI-based (high-confidence)	0.0	1.0	
NC_028261.1	9527	No	NA	3	2	0	High-quality	High-quality	97.92	AAI-based (high-confidence)	0.0	1.0	
NC_028267.1	7771	No	NA	5	5	0	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.0	
NC_028270.1	24837	No	NA	29	8	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_028266.1	11395	No	NA	4	3	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_028263.1	10815	No	NA	4	3	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_028258.1	2531	No	NA	3	1	0	Medium-quality	Genome-fragment	60.82	HMM-based (lower-bound)	0.0	1.0	
NC_028257.1	23193	No	NA	24	3	0	Low-quality	Genome-fragment	10.16	HMM-based (lower-bound)	0.0	1.0	
NC_028262.1	2754	No	NA	5	3	0	Medium-quality	Genome-fragment	52.63	AAI-based (high-confidence)	0.0	1.0	
NC_028264.1	10017	No	NA	4	2	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_028259.1	11183	No	NA	5	3	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_028268.1	38049	No	NA	52	3	3	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_028271.1	415	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NC_028374.1	26315	No	NA	1	1	0	High-quality	High-quality	100.0	HMM-based (lower-bound)	0.0	1.0	
NC_028366.1	7333	No	NA	1	1	0	High-quality	High-quality	99.06	AAI-based (high-confidence)	0.0	1.0	
NC_028378.1	8768	No	NA	2	1	0	High-quality	High-quality	100.0	HMM-based (lower-bound)	0.0	1.0	
NC_028370.1	21779	No	NA	1	1	0	High-quality	High-quality	100.0	HMM-based (lower-bound)	0.0	1.0	
NC_028369.1	21414	No	NA	2	1	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_028362.1	15618	No	NA	7	5	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_028376.1	18697	No	NA	2	1	0	Medium-quality	Genome-fragment	89.36	HMM-based (lower-bound)	0.0	1.0	
NC_028364.1	7810	No	NA	1	1	0	High-quality	High-quality	100.0	HMM-based (lower-bound)	0.0	1.0	
NC_028379.1	205896	No	NA	128	69	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_028367.1	19537	No	NA	1	1	0	High-quality	High-quality	93.37	HMM-based (lower-bound)	0.0	1.0	
NC_028382.1	3053	No	NA	1	1	0	Low-quality	Genome-fragment	28.09	AAI-based (high-confidence)	0.0	1.0	
NC_028386.1	2169	No	NA	1	0	0	Low-quality	Genome-fragment	19.86	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
NC_028383.1	2818	No	NA	1	1	0	Low-quality	Genome-fragment	25.81	AAI-based (high-confidence)	0.0	1.0	
NC_028387.1	2850	No	NA	2	0	0	Low-quality	Genome-fragment	26.1	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
NC_028368.1	22879	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NC_028380.1	9809	No	NA	3	1	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_028363.1	7656	No	NA	1	1	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_028372.1	24521	No	NA	1	1	0	High-quality	High-quality	100.0	HMM-based (lower-bound)	0.0	1.0	
NC_028373.1	18554	No	NA	1	1	0	Medium-quality	Genome-fragment	88.68	HMM-based (lower-bound)	0.0	1.0	
NC_028371.1	16248	No	NA	1	1	0	Medium-quality	Genome-fragment	77.65	HMM-based (lower-bound)	0.0	1.0	
NC_028365.1	6929	No	NA	1	1	0	High-quality	High-quality	93.77	AAI-based (high-confidence)	0.0	1.0	
NC_028381.1	4850	No	NA	3	2	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_028377.1	9653	No	NA	1	1	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_028375.1	16053	No	NA	1	1	0	Medium-quality	Genome-fragment	76.72	HMM-based (lower-bound)	0.0	1.0	
NC_028388.1	3156	No	NA	1	1	0	Low-quality	Genome-fragment	28.73	AAI-based (high-confidence)	0.0	1.0	
NC_028384.1	2166	No	NA	4	0	0	Low-quality	Genome-fragment	19.65	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
NC_028389.1	2841	No	NA	1	1	0	Low-quality	Genome-fragment	25.78	AAI-based (high-confidence)	0.0	1.0	
NC_028385.1	2829	No	NA	2	0	0	Low-quality	Genome-fragment	25.67	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
NC_028396.1	3040	No	NA	1	1	0	Low-quality	Genome-fragment	28.4	AAI-based (high-confidence)	0.0	1.0	
NC_028391.1	1940	No	NA	2	0	0	Low-quality	Genome-fragment	18.59	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
NC_028397.1	2756	No	NA	1	1	0	Low-quality	Genome-fragment	26.41	AAI-based (high-confidence)	0.0	1.0	
NC_028392.1	2670	No	NA	2	0	0	Low-quality	Genome-fragment	25.58	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
NC_028400.1	3135	No	NA	1	0	0	Low-quality	Genome-fragment	29.81	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
NC_028401.1	1845	No	NA	2	0	0	Low-quality	Genome-fragment	17.55	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
NC_028395.1	2770	No	NA	2	1	0	Low-quality	Genome-fragment	26.34	AAI-based (high-confidence)	0.0	1.0	
NC_028402.1	2735	No	NA	2	0	0	Low-quality	Genome-fragment	26.01	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
NC_028398.1	3170	No	NA	1	1	0	Low-quality	Genome-fragment	29.16	AAI-based (high-confidence)	0.0	1.0	
NC_028393.1	2236	No	NA	3	0	0	Low-quality	Genome-fragment	20.33	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
NC_028399.1	2863	No	NA	2	1	0	Low-quality	Genome-fragment	26.03	AAI-based (high-confidence)	0.0	1.0	
NC_028394.1	2698	No	NA	2	0	0	Low-quality	Genome-fragment	24.53	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
NC_028448.1	167467	No	NA	275	261	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
NC_028449.1	63569	No	NA	81	66	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
NC_028461.1	127011	No	NA	109	52	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_028462.1	9850	No	NA	3	1	0	High-quality	High-quality	91.83	HMM-based (lower-bound)	0.0	1.0	
NC_028460.3	2234	No	NA	3	2	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_028459.1	2272	No	NA	4	2	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_028466.3	8543	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NC_028498.1	2110	No	NA	1	1	0	Medium-quality	Genome-fragment	54.95	AAI-based (high-confidence)	0.0	1.0	
NC_028493.1	1802	No	NA	2	0	0	Low-quality	Genome-fragment	45.95	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
NC_028488.1	4942	No	NA	2	1	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_028479.1	8364	No	NA	1	1	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_028469.1	1813	No	NA	1	1	0	Medium-quality	Genome-fragment	52.28	AAI-based (medium-confidence)	0.0	1.0	
NC_028481.1	4178	No	NA	2	2	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_028474.1	2768	No	NA	1	1	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_028473.1	2733	No	NA	1	1	0	Medium-quality	Genome-fragment	70.22	AAI-based (medium-confidence)	0.0	1.0	
NC_028487.1	9632	No	NA	3	3	0	High-quality	High-quality	99.22	AAI-based (high-confidence)	0.0	1.0	
NC_028495.1	3698	No	NA	2	1	0	Low-quality	Genome-fragment	28.45	AAI-based (high-confidence)	0.0	1.0	
NC_028500.1	2899	No	NA	1	0	0	Low-quality	Genome-fragment	21.41	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
NC_028496.1	2942	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NC_028497.1	2506	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NC_028490.1	5997	No	NA	1	1	0	Medium-quality	Genome-fragment	65.85	HMM-based (lower-bound)	0.0	1.0	
NC_028483.1	4784	No	NA	2	2	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_028476.1	2903	No	NA	1	1	0	Medium-quality	Genome-fragment	67.8	HMM-based (lower-bound)	0.0	1.0	
NC_028489.1	4742	No	NA	2	2	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_028499.1	1762	No	NA	1	1	0	Low-quality	Genome-fragment	46.95	AAI-based (high-confidence)	0.0	1.0	
NC_028494.1	1576	No	NA	1	0	0	Low-quality	Genome-fragment	42.06	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
NC_037570.1	4501	No	NA	1	1	0	Low-quality	Genome-fragment	15.39	AAI-based (high-confidence)	0.0	1.0	
NC_037578.1	3813	No	NA	1	1	0	Low-quality	Genome-fragment	13.04	AAI-based (high-confidence)	0.0	1.0	
NC_037571.1	3573	No	NA	1	1	0	Low-quality	Genome-fragment	12.22	AAI-based (high-confidence)	0.0	1.0	
NC_037572.1	3617	No	NA	1	0	0	Low-quality	Genome-fragment	12.38	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
NC_028465.1	3164	No	NA	1	0	0	Low-quality	Genome-fragment	10.83	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
NC_037573.1	2645	No	NA	1	0	0	Low-quality	Genome-fragment	9.05	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
NC_037574.1	2193	No	NA	2	0	0	Low-quality	Genome-fragment	7.5	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
NC_037575.1	1936	No	NA	1	0	0	Low-quality	Genome-fragment	6.63	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
NC_037576.1	1900	No	NA	2	0	0	Low-quality	Genome-fragment	6.5	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
NC_037577.1	1802	No	NA	1	0	0	Low-quality	Genome-fragment	6.16	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
NC_028468.1	3747	No	NA	1	1	0	Low-quality	Genome-fragment	33.94	HMM-based (lower-bound)	0.0	1.0	
NC_028486.1	5007	No	NA	2	1	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_028480.1	4781	No	NA	2	2	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_028472.1	2922	No	NA	1	1	0	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.0	
NC_028478.1	6393	No	NA	4	4	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_028484.1	11343	No	NA	5	4	0	High-quality	High-quality	98.78	AAI-based (high-confidence)	0.0	1.0	
NC_028492.1	7707	No	NA	7	6	0	High-quality	High-quality	99.99	AAI-based (high-confidence)	0.0	1.0	
NC_028470.1	6733	No	NA	2	1	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_028467.1	6139	No	NA	2	1	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_028485.1	5056	No	NA	2	2	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_028491.1	98392	No	NA	110	88	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_028471.1	2497	No	NA	1	1	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_028482.1	11877	No	NA	5	3	0	High-quality	High-quality	99.53	AAI-based (high-confidence)	0.0	1.0	
NC_028477.1	5221	No	NA	2	2	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_028636.1	135952	No	NA	123	108	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_028635.1	5163	No	NA	4	4	0	High-quality	High-quality	99.78	AAI-based (high-confidence)	0.0	1.0	
NC_028650.1	4634	No	NA	2	2	0	High-quality	High-quality	92.25	AAI-based (medium-confidence)	0.0	1.0	
NC_028652.1	94109	No	NA	172	162	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_028671.2	41098	No	NA	68	40	0	High-quality	High-quality	99.37	AAI-based (high-confidence)	0.0	1.0	
NC_028680.1	50515	No	NA	82	75	0	High-quality	High-quality	97.31	AAI-based (high-confidence)	0.0	1.0	
NC_028684.1	41563	No	NA	48	42	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_028691.1	68227	No	NA	97	93	0	High-quality	High-quality	98.2	AAI-based (high-confidence)	0.0	1.0	
NC_028699.1	40740	No	NA	57	39	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_028676.1	149218	No	NA	249	75	2	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_028682.1	69030	No	NA	98	94	0	High-quality	High-quality	99.36	AAI-based (high-confidence)	0.0	1.0	
NC_028664.1	43963	No	NA	57	46	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_028685.1	62851	No	NA	74	68	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
NC_028675.1	41526	No	NA	47	43	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_028657.1	60919	No	NA	108	57	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_028698.1	41868	No	NA	61	58	0	High-quality	High-quality	97.18	AAI-based (high-confidence)	0.0	1.0	
NC_028678.1	56669	No	NA	96	86	0	High-quality	High-quality	98.18	AAI-based (high-confidence)	0.0	1.0	
NC_028697.1	33900	No	NA	47	42	0	Medium-quality	Genome-fragment	88.2	AAI-based (high-confidence)	0.0	1.0	
NC_028692.1	15524	No	NA	23	13	0	High-quality	High-quality	99.49	AAI-based (high-confidence)	0.0	1.0	
NC_028665.1	56982	No	NA	85	50	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_028673.1	73419	No	NA	91	65	0	High-quality	High-quality	97.18	AAI-based (high-confidence)	0.0	1.0	
NC_028690.1	68472	No	NA	94	90	0	High-quality	High-quality	98.55	AAI-based (high-confidence)	0.0	1.0	
NC_028667.1	39593	No	NA	56	42	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_028662.1	50418	No	NA	71	48	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_028683.1	177643	No	NA	309	259	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_028700.1	37976	No	NA	63	44	0	High-quality	High-quality	98.3	AAI-based (high-confidence)	0.0	1.0	
NC_028670.1	44203	No	NA	54	44	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
NC_028672.1	149732	No	NA	282	141	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_028660.1	61035	No	NA	90	74	0	High-quality	High-quality	93.99	AAI-based (high-confidence)	0.0	1.0	
NC_028651.1	19351	No	NA	24	3	0	Low-quality	Genome-fragment	25.1	HMM-based (lower-bound)	0.0	1.0	
NC_028656.1	65955	No	NA	83	67	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_028654.1	56275	No	NA	104	92	0	High-quality	High-quality	97.52	AAI-based (high-confidence)	0.0	1.0	
NC_028679.1	40938	No	NA	47	42	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
NC_028686.1	166313	No	NA	267	236	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
NC_028701.2	33509	No	NA	43	29	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_028668.1	77779	No	NA	96	45	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_028658.1	68735	No	NA	98	94	0	High-quality	High-quality	98.93	AAI-based (high-confidence)	0.0	1.0	
NC_028655.1	39235	No	NA	48	44	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
NC_028681.1	68367	No	NA	95	91	0	High-quality	High-quality	98.4	AAI-based (high-confidence)	0.0	1.0	
NC_028666.1	36595	No	NA	59	42	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_028661.1	41149	No	NA	49	41	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_028659.1	142987	No	NA	252	163	1	High-quality	High-quality	97.92	AAI-based (high-confidence)	0.0	1.0	
NC_028693.2	18655	No	NA	26	12	0	Complete	High-quality	100.0	ITR (high-confidence)	0.0	1.0	
NC_028677.1	46596	No	NA	65	60	0	High-quality	High-quality	99.02	AAI-based (high-confidence)	0.0	1.0	
NC_028669.1	43012	No	NA	68	59	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_028653.1	67617	No	NA	90	63	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_028696.2	41338	No	NA	60	44	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_028663.1	188632	No	NA	217	158	3	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_028694.1	29407	No	NA	43	40	0	High-quality	High-quality	99.9	AAI-based (high-confidence)	0.0	1.0	
NC_028688.1	40114	No	NA	49	48	0	High-quality	High-quality	99.63	AAI-based (high-confidence)	0.0	1.0	
NC_028702.1	38084	No	NA	48	27	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_028689.1	67774	No	NA	96	91	0	High-quality	High-quality	97.55	AAI-based (high-confidence)	0.0	1.0	
NC_028687.1	51637	No	NA	80	76	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_028695.2	40491	No	NA	65	51	0	High-quality	High-quality	97.97	AAI-based (high-confidence)	0.0	1.0	
NC_028744.1	53141	No	NA	93	88	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_028742.1	70270	No	NA	91	80	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_028743.1	48594	No	NA	73	42	0	High-quality	High-quality	97.39	AAI-based (high-confidence)	0.0	1.0	
NC_028754.1	120098	No	NA	173	149	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.17	
NC_028749.1	134270	No	NA	178	60	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
NC_028882.1	84583	No	NA	153	102	0	High-quality	High-quality	96.64	AAI-based (high-confidence)	0.0	1.0	
NC_028832.1	61511	No	NA	89	72	0	High-quality	High-quality	99.2	AAI-based (high-confidence)	0.0	1.0	
NC_028785.1	72790	No	NA	132	123	0	High-quality	High-quality	95.62	AAI-based (high-confidence)	0.0	1.0	
NC_028976.1	50113	No	NA	71	62	0	High-quality	High-quality	98.61	AAI-based (high-confidence)	0.0	1.0	
NC_028860.1	52392	No	NA	92	77	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_028943.1	29237	No	NA	40	32	0	High-quality	High-quality	93.09	AAI-based (high-confidence)	0.0	1.0	
NC_028760.1	49037	No	NA	73	69	0	High-quality	High-quality	98.67	AAI-based (high-confidence)	0.0	1.0	
NC_028924.1	48689	No	NA	81	16	0	High-quality	High-quality	98.9	AAI-based (high-confidence)	0.0	1.0	
NC_028928.1	53455	No	NA	87	83	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_028934.1	72139	No	NA	97	84	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_028865.1	76964	No	NA	102	66	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_028762.1	161989	No	NA	256	179	1	High-quality	High-quality	98.46	AAI-based (high-confidence)	0.0	1.0	
NC_028974.1	56528	No	NA	68	26	0	High-quality	High-quality	97.04	AAI-based (high-confidence)	0.0	1.0	
NC_028870.1	43595	No	NA	54	45	0	High-quality	High-quality	99.89	AAI-based (high-confidence)	0.0	1.0	
NC_029024.1	56505	No	NA	88	37	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_028864.1	43189	No	NA	68	58	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_001317.1	30624	No	NA	41	34	0	High-quality	High-quality	98.1	AAI-based (high-confidence)	0.0	1.0	
NC_028921.1	10316	No	NA	2	1	0	High-quality	High-quality	100.0	HMM-based (lower-bound)	0.0	1.0	
NC_028964.1	8506	No	NA	2	1	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_029005.2	56451	No	NA	72	25	0	High-quality	High-quality	93.33	AAI-based (high-confidence)	0.0	1.0	
NC_028987.2	41243	No	NA	50	42	0	High-quality	High-quality	99.5	AAI-based (high-confidence)	0.0	1.0	
NC_029011.1	51711	No	NA	66	4	0	High-quality	High-quality	92.32	AAI-based (high-confidence)	0.0	1.0	
NC_028901.1	43900	No	NA	58	45	0	High-quality	High-quality	98.57	AAI-based (high-confidence)	0.0	1.0	
NC_028808.2	90743	No	NA	137	119	0	High-quality	High-quality	99.56	AAI-based (high-confidence)	0.0	1.0	
NC_028899.1	222888	No	NA	237	102	2	High-quality	High-quality	99.8	AAI-based (high-confidence)	0.0	1.0	
NC_028804.1	52643	No	NA	91	84	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_028977.1	41054	No	NA	50	49	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
NC_028800.1	41698	No	NA	48	47	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
NC_028919.1	45673	No	NA	72	48	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_028752.1	27395	No	NA	8	7	0	High-quality	High-quality	98.26	AAI-based (high-confidence)	0.0	1.0	
NC_028745.1	66103	No	NA	91	85	0	High-quality	High-quality	99.41	AAI-based (high-confidence)	0.0	1.0	
NC_028753.1	2065	No	NA	1	1	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_028852.1	53042	No	NA	88	78	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_028939.1	68871	No	NA	97	89	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_028757.1	50768	No	NA	83	82	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_028774.1	48754	No	NA	75	69	0	High-quality	High-quality	98.07	AAI-based (high-confidence)	0.0	1.0	
NC_028937.1	58338	No	NA	105	88	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_028847.1	170527	No	NA	274	255	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
NC_028896.1	32675	No	NA	42	28	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_028945.1	206713	No	NA	378	134	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_028848.1	41805	No	NA	52	40	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
NC_028922.1	45161	No	NA	64	49	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_028849.1	53387	No	NA	94	82	0	High-quality	High-quality	99.99	AAI-based (high-confidence)	0.0	1.0	
NC_028837.1	41149	No	NA	64	45	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_028916.1	44573	No	NA	51	37	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_028855.1	44846	No	NA	85	44	0	High-quality	High-quality	99.48	AAI-based (high-confidence)	0.0	1.0	
NC_028816.1	43809	No	NA	54	45	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_013152.1	29459	No	NA	49	47	0	High-quality	High-quality	95.68	AAI-based (high-confidence)	0.0	1.0	
NC_028913.1	43145	No	NA	65	59	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_028900.1	28144	No	NA	51	47	0	High-quality	High-quality	91.39	AAI-based (high-confidence)	0.0	1.0	
NC_028973.1	5027	No	NA	3	3	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_028806.1	28111	No	NA	8	7	0	High-quality	High-quality	98.56	AAI-based (high-confidence)	0.0	1.0	
NC_028948.1	5181	No	NA	2	2	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_028963.1	15728	No	NA	9	5	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_028787.1	28489	No	NA	58	2	0	Complete	High-quality	100.0	ITR (high-confidence)	0.0	1.0	
NC_028927.1	167298	No	NA	268	259	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
NC_028769.1	558	No	NA	1	0	0	Low-quality	Genome-fragment	1.18	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
NC_029017.1	73420	No	NA	113	65	0	High-quality	High-quality	99.08	AAI-based (high-confidence)	0.0	1.0	
NC_028850.1	41449	No	NA	47	32	0	High-quality	High-quality	99.41	AAI-based (high-confidence)	0.0	1.0	
NC_029019.1	42593	No	NA	51	40	0	High-quality	High-quality	99.64	AAI-based (high-confidence)	0.0	1.0	
NC_028971.1	66111	No	NA	91	83	0	High-quality	High-quality	99.41	AAI-based (high-confidence)	0.0	1.0	
NC_028795.1	31522	No	NA	37	36	0	Medium-quality	Genome-fragment	78.74	AAI-based (high-confidence)	0.0	1.0	
NC_028829.1	248088	No	NA	384	172	0	High-quality	High-quality	99.89	AAI-based (high-confidence)	0.0	1.0	
NC_028776.1	59670	No	NA	89	56	0	High-quality	High-quality	99.54	AAI-based (high-confidence)	0.0	1.0	
NC_028962.1	140961	No	NA	203	142	0	High-quality	High-quality	99.85	AAI-based (high-confidence)	0.0	1.0	
NC_028996.1	54295	No	NA	88	40	0	High-quality	High-quality	99.56	AAI-based (medium-confidence)	0.0	1.0	
NC_028918.1	30247	No	NA	10	6	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_028866.1	29461	No	NA	10	6	0	High-quality	High-quality	98.28	AAI-based (high-confidence)	0.0	1.0	
NC_028824.1	26975	No	NA	8	7	0	High-quality	High-quality	97.01	AAI-based (high-confidence)	0.0	1.0	
NC_028746.1	44249	No	NA	74	36	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
NC_028823.1	58985	No	NA	100	87	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
