index	scaffold	type	Quality
5	virus--NC_020876.1--fragment_9	lysogenic	low quality draft
5	virus--NC_050143.1--fragment_1	lysogenic	low quality draft
5	virus--NC_028955.1--fragment_32	lysogenic	low quality draft
5	virus--3300006026_____Ga0075478_10000055--fragment_5	lysogenic	low quality draft
5	virus--3300009181_____Ga0114969_10000021--fragment_28	lysogenic	low quality draft
5	virus--3300007360_____Ga0104766_1000366--fragment_12	lysogenic	low quality draft
5	virus--3300009157_____Ga0105092_10000029--fragment_9	lysogenic	low quality draft
5	virus--3300009158_____Ga0114977_10000079--fragment_14	lysogenic	low quality draft
5	virus--3300015214_____Ga0172382_10001308--fragment_1	lysogenic	low quality draft
5	virus--3300007648_____Ga0105531_100328--fragment_1	lysogenic	low quality draft
5	virus--3300009692_____Ga0116171_10000001--fragment_36	lysogenic	low quality draft
5	virus--3300009167_____Ga0113563_10000002--fragment_16	lysogenic	low quality draft
5	virus--NC_005091.2--fragment_4	lysogenic	low quality draft
5	virus--NC_015271.1--fragment_4	lysogenic	low quality draft
5	virus--NC_020876.1--fragment_12	lysogenic	low quality draft
5	virus--NC_054656.1--fragment_7	lysogenic	low quality draft
5	virus--NC_042056.1--fragment_26	lysogenic	low quality draft
5	virus--3300005678_____Ga0074427_100149--fragment_14	lysogenic	low quality draft
5	virus--3300005600_____Ga0070726_10000658--fragment_9	lysogenic	low quality draft
5	virus--3300010037_____Ga0126304_10000023--fragment_1	lysogenic	low quality draft
5	virus--3300010403_____Ga0134123_10000164--fragment_10	lysogenic	low quality draft
5	virus--NC_015289.1--fragment_10	lysogenic	low quality draft
5	virus--3300008347_____Ga0115411_1000270--fragment_6	lysogenic	low quality draft
5	virus--NC_054904.1--fragment_10	lysogenic	low quality draft
5	virus--Bacilli_gi_452731877-0-45193--fragment_6	lysogenic	low quality draft
5	virus--NC_028903.1--fragment_19	lysogenic	low quality draft
5	virus--2029527006_____ACOFG988_contig15979--fragment_6	lysogenic	low quality draft
5	virus--NC_014660.1--fragment_36	lysogenic	low quality draft
5	virus--NC_055830.1--fragment_30	lysogenic	low quality draft
5	virus--3300011862_____Ga0121644_100118--fragment_2	lysogenic	low quality draft
5	virus--3300006805_____Ga0075464_10000020--fragment_1	lysogenic	low quality draft
5	virus--3300008640_____Ga0111422_100223--fragment_8	lysogenic	low quality draft
5	virus--3300011904_____Ga0121683_100187--fragment_4	lysogenic	low quality draft
5	virus--7000000159_____SRS063288_LANL_scaffold_34446--fragment_8	lysogenic	low quality draft
5	virus--3300013174_____Ga0118190_100005--fragment_9	lysogenic	low quality draft
5	virus--NC_012749.1--fragment_5	lysogenic	low quality draft
5	virus--NC_049502.1--fragment_23	lysogenic	low quality draft
5	virus--NC_052654.1--fragment_35	lysogenic	low quality draft
5	virus--3300007368_____Ga0104977_1000330--fragment_7	lysogenic	low quality draft
5	virus--3300012557_____Ga0118595_100003--fragment_4	lysogenic	low quality draft
5	virus--3300006654_____Ga0101728_108101--fragment_6	lysogenic	low quality draft
5	virus--NC_050154.1--fragment_21	lysogenic	low quality draft
5	virus--NC_042034.1--fragment_15	lysogenic	low quality draft
5	virus--3300009111_____Ga0115026_10000015--fragment_1	lysogenic	low quality draft
5	virus--3300009609_____Ga0105347_1000085--fragment_10	lysogenic	low quality draft
5	virus--3300006124_____Ga0007873_1000035--fragment_7	lysogenic	low quality draft
5	virus--3300000558_____Draft_10020746--fragment_9	lysogenic	low quality draft
5	virus--NC_054761.1--fragment_9	lysogenic	low quality draft
5	virus--Tp1_56_SUR_0-0d2_scaffold47619_2--fragment_6	lysogenic	low quality draft
5	virus--NC_054761.1--fragment_11	lysogenic	low quality draft
5	virus--3300014617_____Ga0134790_100025--fragment_10	lysogenic	low quality draft
5	virus--NC_015252.1--fragment_2	lysogenic	low quality draft
5	virus--3300009085_____Ga0105103_10000132--fragment_6	lysogenic	low quality draft
5	virus--3300012983_____Ga0123349_10000448--fragment_6	lysogenic	low quality draft
5	virus--NC_047825.1--fragment_12	lysogenic	low quality draft
5	virus--NC_054918.1--fragment_13	lysogenic	low quality draft
5	virus--3300014059_____Ga0119868_1000195--fragment_2	lysogenic	low quality draft
5	virus--NC_049342.1--fragment_4	lysogenic	low quality draft
5	virus--NC_055716.1--fragment_3	lysogenic	low quality draft
5	virus--NC_011045.1--fragment_5	lysogenic	low quality draft
5	virus--3300012293_____Ga0118359_10002--fragment_3	lysogenic	low quality draft
5	virus--NC_011287.1--fragment_10	lysogenic	low quality draft
5	virus--3300007087_____Ga0102673_100027--fragment_5	lysogenic	low quality draft
5	virus--3300017987_____Ga0180431_10000006--fragment_1	lysogenic	low quality draft
5	virus--NC_042002.1--fragment_10	lysogenic	low quality draft
5	virus--Bacilli_gi_421303949--fragment_5	lysogenic	low quality draft
5	virus--3300012655_____Ga0118137_100002--fragment_5	lysogenic	low quality draft
5	virus--NC_047770.1--fragment_8	lysogenic	low quality draft
5	virus--NC_042098.1--fragment_19	lysogenic	low quality draft
5	virus--3300006245_____Ga0099369_100007--fragment_11	lysogenic	low quality draft
5	virus--3300008275_____Ga0114253_1000321--fragment_6	lysogenic	low quality draft
5	virus--3300008664_____Ga0111493_100511--fragment_4	lysogenic	low quality draft
5	virus--NC_047897.1--fragment_7	lysogenic	low quality draft
5	virus--Bacilli_gi_224580166-104901-142362--fragment_4	lysogenic	low quality draft
5	virus--Clostridia_gi_545039121--fragment_2	lysogenic	low quality draft
5	virus--NC_051731.1--fragment_13	lysogenic	low quality draft
5	virus--NC_001900.2--fragment_8	lysogenic	low quality draft
5	virus--NC_041973.1--fragment_26	lysogenic	low quality draft
5	virus--3300009161_____Ga0114966_10000049--fragment_18	lysogenic	low quality draft
5	virus--Bacilli_gi_556589855-694981-736805--fragment_10	lysogenic	low quality draft
5	virus--NC_054980.1--fragment_9	lysogenic	low quality draft
5	virus--NC_030924.1--fragment_15	lysogenic	low quality draft
5	virus--NC_048662.1--fragment_7	lysogenic	low quality draft
5	virus--NC_048185.1--fragment_8	lysogenic	low quality draft
6	virus--NC_004681.1--fragment_12	lysogenic	low quality draft
6	virus--NC_024392.1--fragment_12	lysogenic	low quality draft
6	virus--NC_020839.1--fragment_7	lysogenic	low quality draft
6	virus--3300012431_____Ga0118146_100002--fragment_3	lysogenic	low quality draft
6	virus--NC_049846.1--fragment_11	lysogenic	low quality draft
6	virus--3300014641_____Ga0121364_100097--fragment_4	lysogenic	low quality draft
6	virus--3300012557_____Ga0118595_100003--fragment_4	lysogenic	low quality draft
6	virus--3300027593_____Ga0255118_1000001--fragment_47	lysogenic	low quality draft
6	virus--NC_054915.1--fragment_5	lysogenic	low quality draft
6	virus--NC_047726.1--fragment_36	lysogenic	low quality draft
6	bacteria--NZ_CP008989.1--fragment_96	lysogenic	low quality draft
6	virus--NC_042061.1--fragment_8	lysogenic	low quality draft
6	virus--NC_014036.1--fragment_20	lysogenic	low quality draft
6	virus--NC_048731.1--fragment_2	lysogenic	low quality draft
6	virus--Gammaproteobacteria_gi_565626228--fragment_4	lysogenic	low quality draft
6	virus--NC_012749.1--fragment_15	lysogenic	low quality draft
6	virus--GOV_bin_703--fragment_41	lysogenic	low quality draft
6	plasmid--NZ_CP009861.1--fragment_5	lysogenic	low quality draft
6	virus--3300005325_____Ga0074199_1000880--fragment_4	lysogenic	low quality draft
6	virus--3300007797_____Ga0105663_100064--fragment_17	lysogenic	low quality draft
6	virus--3300011854_____Ga0121427_100015--fragment_9	lysogenic	low quality draft
6	virus--3300009011_____Ga0105251_10000107--fragment_8	lysogenic	low quality draft
6	virus--NC_028093.1--fragment_4	lysogenic	low quality draft
6	virus--NC_015719.1--fragment_4	lysogenic	low quality draft
6	virus--NC_051662.1--fragment_12	lysogenic	low quality draft
6	virus--NC_042093.1--fragment_8	lysogenic	low quality draft
6	virus--3300009157_____Ga0105092_10000029--fragment_9	lysogenic	low quality draft
6	virus--Gammaproteobacteria_gi_545269922-175676-206727--fragment_5	lysogenic	low quality draft
6	virus--NC_055809.1--fragment_3	lysogenic	low quality draft
6	virus--NC_028821.1--fragment_7	lysogenic	low quality draft
6	virus--NC_055830.1--fragment_21	lysogenic	low quality draft
6	virus--NC_031262.1--fragment_14	lysogenic	low quality draft
6	virus--2029527006_____ACOFG988_contig15979--fragment_57	lysogenic	low quality draft
6	virus--NC_042322.1--fragment_22	lysogenic	low quality draft
6	virus--3300013833_____Ga0119880_1000037--fragment_14	lysogenic	low quality draft
6	virus--3300011118_____Ga0114922_10000976--fragment_1	lysogenic	low quality draft
6	virus--3300014096_____Ga0134352_100020--fragment_14	lysogenic	low quality draft
6	virus--NC_024792.1--fragment_14	lysogenic	low quality draft
6	virus--Bacilli_gi_487395159-124759-174343--fragment_7	lysogenic	low quality draft
6	virus--3300012983_____Ga0123349_10000421--fragment_1	lysogenic	low quality draft
6	virus--Gammaproteobacteria_gi_163769656-28847-60348--fragment_1	lysogenic	low quality draft
6	virus--NC_055808.1--fragment_11	lysogenic	low quality draft
6	virus--3300003908_____JGI26085J52751_1000001--fragment_8	lysogenic	low quality draft
6	virus--7000000584_____SRS049318_LANL_scaffold_12279--fragment_1	lysogenic	low quality draft
6	virus--Gammaproteobacteria_gi_147673035-689119-722678--fragment_3	lysogenic	low quality draft
6	virus--3300006566_____Ga0100365_1000163--fragment_8	lysogenic	low quality draft
6	virus--Gammaproteobacteria_gi_553764846-1855089-1910334--fragment_3	lysogenic	low quality draft
6	virus--3300009381_____Ga0115415_1000306--fragment_5	lysogenic	low quality draft
6	virus--3300007542_____Ga0099846_1000106--fragment_2	lysogenic	low quality draft
6	virus--NC_024212.1--fragment_8	lysogenic	low quality draft
6	virus--NC_048831.1--fragment_5	lysogenic	low quality draft
6	virus--NC_012638.1--fragment_12	lysogenic	low quality draft
6	virus--3300014737_____Ga0169786_100172--fragment_2	lysogenic	low quality draft
6	virus--3300012554_____Ga0118192_100002--fragment_6	lysogenic	low quality draft
6	virus--3300008534_____Ga0111050_100120--fragment_6	lysogenic	low quality draft
6	virus--NC_052416.1--fragment_8	lysogenic	low quality draft
6	virus--NC_048173.1--fragment_2	lysogenic	low quality draft
6	virus--NC_011056.1--fragment_18	lysogenic	low quality draft
6	virus--NC_003525.1--fragment_9	lysogenic	low quality draft
6	virus--NC_031012.1--fragment_4	lysogenic	low quality draft
6	virus--NC_052656.1--fragment_19	lysogenic	low quality draft
6	virus--3300006476_____Ga0100233_100532--fragment_7	lysogenic	low quality draft
6	virus--3300003894_____Ga0063241_1000833--fragment_6	lysogenic	low quality draft
6	virus--NC_028956.1--fragment_3	lysogenic	low quality draft
6	plasmid--NZ_CP021957.1--fragment_2	lysogenic	low quality draft
6	virus--NC_024368.1--fragment_12	lysogenic	low quality draft
6	bacteria--NZ_JWUV03000025.1--fragment_1	lysogenic	low quality draft
6	virus--NC_018856.1--fragment_36	lysogenic	low quality draft
6	virus--Gammaproteobacteria_gi_525855729-523962-573061--fragment_1	lysogenic	low quality draft
6	virus--NC_028914.1--fragment_8	lysogenic	low quality draft
6	virus--NC_002214.1--fragment_10	lysogenic	low quality draft
6	virus--3300014529_____Ga0169876_100354--fragment_6	lysogenic	low quality draft
6	virus--3300026076_____Ga0208261_1000002--fragment_46	lysogenic	low quality draft
6	virus--NC_047921.1--fragment_15	lysogenic	low quality draft
6	virus--NC_042322.1--fragment_5	lysogenic	low quality draft
6	virus--NC_052422.1--fragment_9	lysogenic	low quality draft
6	virus--3300005335_____Ga0070666_10000105--fragment_3	lysogenic	low quality draft
6	virus--NC_042017.1--fragment_6	lysogenic	low quality draft
6	virus--3300017681_____Ga0182226_1000001--fragment_8	lysogenic	low quality draft
6	virus--Unbinned_5081_contig-100_2--fragment_4	lysogenic	low quality draft
6	virus--3300003375_____JGI26470J50227_1000028--fragment_8	lysogenic	low quality draft
6	virus--NC_031030.1--fragment_2	lysogenic	low quality draft
6	virus--3300010362_____Ga0126377_10000063--fragment_9	lysogenic	low quality draft
6	virus--NC_031056.1--fragment_4	lysogenic	low quality draft
6	virus--NC_055757.1--fragment_26	lysogenic	low quality draft
6	virus--NC_049853.1--fragment_12	lysogenic	low quality draft
6	virus--NC_049454.1--fragment_5	lysogenic	low quality draft
6	virus--3300007747_____Ga0101111_1000079--fragment_11	lysogenic	low quality draft
6	virus--NC_008798.1--fragment_3	lysogenic	low quality draft
6	virus--NC_010325.1--fragment_6	lysogenic	low quality draft
6	virus--3300010401_____Ga0134121_10000227--fragment_9	lysogenic	low quality draft
6	virus--NC_008515.1--fragment_4	lysogenic	low quality draft
6	virus--7000000261_____SRS016043_WUGC_scaffold_40878--fragment_10	lysogenic	low quality draft
6	virus--3300006743_____Ga0101795_100164--fragment_1	lysogenic	low quality draft
6	virus--NC_054904.1--fragment_26	lysogenic	low quality draft
6	virus--NC_055752.1--fragment_13	lysogenic	low quality draft
6	virus--3300011850_____Ga0120829_100080--fragment_9	lysogenic	low quality draft
6	virus--3300007062_____Ga0102017_100209--fragment_2	lysogenic	low quality draft
6	virus--NC_047948.1--fragment_34	lysogenic	low quality draft
6	virus--3300018035_____Ga0187875_10000365--fragment_9	lysogenic	low quality draft
6	virus--NC_053504.1--fragment_14	lysogenic	low quality draft
6	virus--NC_031022.1--fragment_12	lysogenic	low quality draft
6	virus--3300002546_____JGI25318J35512_1000086--fragment_17	lysogenic	low quality draft
6	virus--3300006743_____Ga0101795_100190--fragment_5	lysogenic	low quality draft
6	virus--NC_019929.1--fragment_28	lysogenic	low quality draft
6	virus--NC_002656.1--fragment_11	lysogenic	low quality draft
6	virus--NC_002656.1--fragment_9	lysogenic	low quality draft
6	virus--Gammaproteobacteria_gi_545234012-1337880-1414537--fragment_18	lysogenic	low quality draft
6	virus--NC_055912.1--fragment_11	lysogenic	low quality draft
6	virus--NC_061436.1--fragment_5	lysogenic	low quality draft
6	virus--NC_005856.1--fragment_14	lysogenic	low quality draft
6	virus--NC_028682.1--fragment_5	lysogenic	low quality draft
6	virus--3300018026_____Ga0187857_10000204--fragment_2	lysogenic	low quality draft
6	virus--NC_028746.1--fragment_4	lysogenic	low quality draft
6	virus--Bacilli_gi_487391726-156879-202206--fragment_2	lysogenic	low quality draft
6	virus--3300009159_____Ga0114978_10000007--fragment_6	lysogenic	low quality draft
6	virus--NC_051705.1--fragment_8	lysogenic	low quality draft
6	virus--NC_054648.1--fragment_7	lysogenic	low quality draft
6	virus--3300009703_____Ga0114933_10001032--fragment_1	lysogenic	low quality draft
6	virus--3300008722_____Ga0113880_1000361--fragment_9	lysogenic	low quality draft
6	bacteria--NZ_KK228842.1--fragment_3	lysogenic	low quality draft
6	virus--3300013102_____Ga0157371_10000054--fragment_37	lysogenic	low quality draft
6	virus--3300014205_____Ga0172380_10001043--fragment_3	lysogenic	low quality draft
6	virus--NC_027996.1--fragment_15	lysogenic	low quality draft
6	virus--NC_031260.1--fragment_9	lysogenic	low quality draft
6	virus--NC_018854.1--fragment_3	lysogenic	low quality draft
6	virus--NC_055842.1--fragment_33	lysogenic	low quality draft
6	virus--2061766007_____rumenHiSeq_NODE_2089650_len_93670_cov_8_562090--fragment_4	lysogenic	low quality draft
6	virus--Bacilli_gi_523688976-105158-146099--fragment_4	lysogenic	low quality draft
6	virus--3300000116_____DelMOSpr2010_c10000005--fragment_14	lysogenic	low quality draft
6	virus--3300008672_____Ga0111519_100647--fragment_3	lysogenic	low quality draft
6	virus--NC_031012.1--fragment_34	lysogenic	low quality draft
6	archaea--NZ_CP040089.1--fragment_148	lysogenic	low quality draft
6	virus--3300013456_____Ga0118607_10002--fragment_3	lysogenic	low quality draft
6	virus--3300007640_____Ga0070751_1000199--fragment_9	lysogenic	low quality draft
6	virus--3300013909_____Ga0117851_10029--fragment_5	lysogenic	low quality draft
6	virus--NC_051671.1--fragment_14	lysogenic	low quality draft
6	virus--NC_027344.1--fragment_2	lysogenic	low quality draft
6	virus--3300007196_____Ga0103270_100179--fragment_3	lysogenic	low quality draft
6	virus--NC_031941.1--fragment_8	lysogenic	low quality draft
6	virus--3300008551_____Ga0111058_100143--fragment_3	lysogenic	low quality draft
6	virus--NC_011056.1--fragment_12	lysogenic	low quality draft
6	virus--Gammaproteobacteria_gi_523676565--fragment_4	lysogenic	low quality draft
6	virus--NC_008208.1--fragment_7	lysogenic	low quality draft
6	virus--3300014695_____Ga0121387_100059--fragment_6	lysogenic	low quality draft
6	virus--3300001594_____Draft_10000824--fragment_4	lysogenic	low quality draft
6	virus--3300007786_____Ga0105676_100037--fragment_9	lysogenic	low quality draft
6	virus--3300005937_____Ga0081455_10000292--fragment_7	lysogenic	low quality draft
6	virus--Bacilli_gi_487379684-588006-630498--fragment_2	lysogenic	low quality draft
6	virus--3300013102_____Ga0157371_10000633--fragment_2	lysogenic	low quality draft
6	virus--3300017971_____Ga0180438_10001042--fragment_9	lysogenic	low quality draft
6	virus--NC_047745.1--fragment_29	lysogenic	low quality draft
6	virus--NC_042316.1--fragment_26	lysogenic	low quality draft
6	virus--NC_010807.1--fragment_3	lysogenic	low quality draft
6	virus--3300006749_____Ga0098042_1000003--fragment_22	lysogenic	low quality draft
6	virus--NC_027389.1--fragment_6	lysogenic	low quality draft
6	virus--7000000652_____SRS020226_Baylor_scaffold_62429--fragment_2	lysogenic	low quality draft
6	virus--3300006189_____Ga0097681_1000939--fragment_10	lysogenic	low quality draft
6	virus--NC_009015.1--fragment_15	lysogenic	low quality draft
6	virus--3300001530_____rank10_10265940--fragment_6	lysogenic	low quality draft
6	virus--NC_049920.1--fragment_12	lysogenic	low quality draft
6	virus--Bacilli_gi_523688976-105158-146099--fragment_2	lysogenic	low quality draft
6	virus--Bacilli_gi_486429182-432066-476328--fragment_9	lysogenic	low quality draft
6	virus--NC_049951.1--fragment_7	lysogenic	low quality draft
6	virus--3300007234_____Ga0075460_10000038--fragment_9	lysogenic	low quality draft
6	virus--NC_024788.1--fragment_38	lysogenic	low quality draft
6	virus--NC_030919.1--fragment_4	lysogenic	low quality draft
6	virus--3300007961_____Ga0079305_1001039--fragment_7	lysogenic	low quality draft
6	virus--2029527006_____ACOFG988_contig15979--fragment_6	lysogenic	low quality draft
6	virus--3300005326_____Ga0074195_1001134--fragment_3	lysogenic	low quality draft
6	virus--NC_047767.1--fragment_5	lysogenic	low quality draft
6	virus--NC_018838.1--fragment_2	lysogenic	low quality draft
6	virus--NC_055728.1--fragment_2	lysogenic	low quality draft
6	virus--Bacilli_gi_487374936-119357-162731--fragment_5	lysogenic	low quality draft
6	virus--NC_052450.1--fragment_11	lysogenic	low quality draft
6	bacteria--NZ_KB976269.1--fragment_42	lysogenic	low quality draft
6	virus--3300004168_____Ga0066426_1000005--fragment_7	lysogenic	low quality draft
6	virus--3300012942_____Ga0164242_10000683--fragment_2	lysogenic	low quality draft
6	virus--3300001041_____C687J13239_1000204--fragment_1	lysogenic	low quality draft
6	virus--3300008537_____Ga0111051_100386--fragment_2	lysogenic	low quality draft
6	virus--NC_014458.1--fragment_1	lysogenic	low quality draft
6	virus--Gammaproteobacteria_gi_420329369--fragment_8	lysogenic	low quality draft
6	virus--NC_010152.1--fragment_9	lysogenic	low quality draft
6	virus--Gammaproteobacteria_gi_355654227-1775741-1825339--fragment_13	lysogenic	low quality draft
6	virus--NC_019488.1--fragment_5	lysogenic	low quality draft
6	virus--NC_047775.1--fragment_5	lysogenic	low quality draft
6	virus--Gammaproteobacteria_gi_452333186-4449771-4505917--fragment_12	lysogenic	low quality draft
6	virus--NC_055830.1--fragment_1	lysogenic	low quality draft
6	virus--Gammaproteobacteria_gi_452698371-2181559-2241032--fragment_10	lysogenic	low quality draft
6	virus--Gammaproteobacteria_gi_419333201--fragment_7	lysogenic	low quality draft
6	virus--NC_051731.1--fragment_13	lysogenic	low quality draft
6	virus--NC_023856.1--fragment_36	lysogenic	low quality draft
6	virus--Gammaproteobacteria_gi_260866153-1183559-1243643--fragment_2	lysogenic	low quality draft
6	virus--Unbinned_1312_contig-100_1--fragment_7	lysogenic	low quality draft
6	virus--NC_023609.1--fragment_10	lysogenic	low quality draft
6	virus--Gammaproteobacteria_gi_545173595--fragment_10	lysogenic	low quality draft
6	virus--3300009607_____Ga0123327_1000556--fragment_1	lysogenic	low quality draft
6	virus--3300008482_____Ga0115187_100407--fragment_9	lysogenic	low quality draft
6	virus--3300012581_____Ga0118309_100024--fragment_7	lysogenic	low quality draft
6	virus--NC_004683.1--fragment_12	lysogenic	low quality draft
6	virus--NC_048104.1--fragment_13	lysogenic	low quality draft
6	virus--NC_047732.1--fragment_12	lysogenic	low quality draft
6	virus--NC_052993.1--fragment_5	lysogenic	low quality draft
6	virus--NC_029066.1--fragment_9	lysogenic	low quality draft
6	virus--3300006188_____Ga0097683_1001027--fragment_7	lysogenic	low quality draft
6	virus--NC_048704.1--fragment_16	lysogenic	low quality draft
6	virus--3300008150_____Ga0114319_1000172--fragment_3	lysogenic	low quality draft
6	virus--3300002835_____B570J40625_100002764--fragment_6	lysogenic	low quality draft
6	virus--3300005679_____Ga0074428_10081--fragment_15	lysogenic	low quality draft
6	virus--3300006805_____Ga0075464_10000113--fragment_1	lysogenic	low quality draft
6	virus--NC_054940.1--fragment_20	lysogenic	low quality draft
6	virus--Bacilli_gi_502303887-108605-145100--fragment_4	lysogenic	low quality draft
6	virus--Bacilli_gi_365854317--fragment_2	lysogenic	low quality draft
6	virus--NC_060137.1--fragment_11	lysogenic	low quality draft
6	virus--3300002835_____B570J40625_100000571--fragment_13	lysogenic	low quality draft
6	virus--NC_012638.1--fragment_4	lysogenic	low quality draft
6	virus--NC_052422.1--fragment_8	lysogenic	low quality draft
6	virus--NC_055918.1--fragment_13	lysogenic	low quality draft
6	virus--NC_043469.1--fragment_12	lysogenic	low quality draft
6	virus--3300012341_____Ga0118337_100002--fragment_5	lysogenic	low quality draft
6	virus--NC_051708.1--fragment_15	lysogenic	low quality draft
6	virus--NC_019408.1--fragment_51	lysogenic	low quality draft
6	virus--Gammaproteobacteria_gi_476380576--fragment_8	lysogenic	low quality draft
6	virus--3300024254_____Ga0247661_1000002--fragment_5	lysogenic	low quality draft
6	virus--3300013131_____Ga0172373_10000863--fragment_3	lysogenic	low quality draft
6	virus--NC_053505.1--fragment_17	lysogenic	low quality draft
6	virus--Gammaproteobacteria_gi_472037766-67769-101407--fragment_3	lysogenic	low quality draft
6	virus--NC_048624.1--fragment_3	lysogenic	low quality draft
6	virus--Gammaproteobacteria_gi_545274516-2157251-2197690--fragment_6	lysogenic	low quality draft
6	virus--3300022072_____Ga0196889_1000002--fragment_5	lysogenic	low quality draft
6	virus--NC_019408.1--fragment_1	lysogenic	low quality draft
6	virus--7000000268_____SRS017533_Baylor_scaffold_1586--fragment_4	lysogenic	low quality draft
6	virus--3300024317_____Ga0247660_1000009--fragment_10	lysogenic	low quality draft
6	virus--NC_019457.1--fragment_8	lysogenic	low quality draft
6	virus--3300010282_____Ga0129307_1000087--fragment_26	lysogenic	low quality draft
6	virus--3300015264_____Ga0137403_10000212--fragment_1	lysogenic	low quality draft
6	virus--7000000230_____SRS015574_WUGC_scaffold_67953--fragment_2	lysogenic	low quality draft
6	virus--NC_018856.1--fragment_38	lysogenic	low quality draft
6	virus--3300006919_____Ga0070746_10000190--fragment_4	lysogenic	low quality draft
6	virus--NC_007053.1--fragment_10	lysogenic	low quality draft
6	virus--7000000149_____SRS013881_WUGC_scaffold_945--fragment_3	lysogenic	low quality draft
6	virus--3300005067_____Ga0070767_1094110--fragment_8	lysogenic	low quality draft
6	virus--3300011701_____Ga0121549_100175--fragment_7	lysogenic	low quality draft
6	virus--NC_014458.1--fragment_14	lysogenic	low quality draft
6	virus--3300005842_____Ga0068858_100000606--fragment_6	lysogenic	low quality draft
6	virus--NC_012784.1--fragment_3	lysogenic	low quality draft
6	virus--NC_048195.1--fragment_18	lysogenic	low quality draft
6	virus--3300009170_____Ga0105096_10000002--fragment_5	lysogenic	low quality draft
6	virus--NC_043235.1--fragment_23	lysogenic	low quality draft
6	virus--3300001594_____Draft_10000824--fragment_2	lysogenic	low quality draft
6	virus--NC_031022.1--fragment_14	lysogenic	low quality draft
6	virus--3300007055_____Ga0102702_100237--fragment_6	lysogenic	low quality draft
6	virus--NC_029013.1--fragment_9	lysogenic	low quality draft
6	virus--NC_055752.1--fragment_10	lysogenic	low quality draft
6	virus--NC_042098.1--fragment_50	lysogenic	low quality draft
6	virus--Gammaproteobacteria_gi_545244304-2424557-2468883--fragment_3	lysogenic	low quality draft
6	virus--3300009720_____Ga0116159_1000602--fragment_4	lysogenic	low quality draft
6	virus--3300002053_____SMTZ23_10000307--fragment_18	lysogenic	low quality draft
6	virus--3300018063_____Ga0184637_10000055--fragment_2	lysogenic	low quality draft
6	virus--3300008534_____Ga0111050_100121--fragment_9	lysogenic	low quality draft
6	virus--NC_055734.1--fragment_24	lysogenic	low quality draft
6	virus--NC_028991.1--fragment_6	lysogenic	low quality draft
6	virus--NC_047704.1--fragment_3	lysogenic	low quality draft
6	virus--NC_054915.1--fragment_12	lysogenic	low quality draft
6	virus--NC_042023.1--fragment_3	lysogenic	low quality draft
6	virus--NC_031030.1--fragment_5	lysogenic	low quality draft
6	virus--3300009180_____Ga0114979_10000162--fragment_8	lysogenic	low quality draft
6	virus--NC_055728.1--fragment_41	lysogenic	low quality draft
6	virus--3300011977_____Ga0120375_1000298--fragment_3	lysogenic	low quality draft
6	virus--NC_054940.1--fragment_15	lysogenic	low quality draft
6	virus--3300010158_____Ga0114960_10000127--fragment_7	lysogenic	low quality draft
6	virus--NC_049454.1--fragment_1	lysogenic	low quality draft
6	virus--NC_054915.1--fragment_16	lysogenic	low quality draft
6	virus--3300009609_____Ga0105347_1000085--fragment_10	lysogenic	low quality draft
6	plasmid--NZ_CP013060.1--fragment_8	lysogenic	low quality draft
6	virus--NC_029079.1--fragment_11	lysogenic	low quality draft
6	virus--NC_054463.1--fragment_5	lysogenic	low quality draft
6	virus--NC_025417.1--fragment_11	lysogenic	low quality draft
6	virus--3300010283_____Ga0129312_1000034--fragment_35	lysogenic	low quality draft
6	virus--NC_011056.1--fragment_9	lysogenic	low quality draft
6	virus--NC_024205.1--fragment_24	lysogenic	low quality draft
6	virus--3300014070_____Ga0122275_100118--fragment_7	lysogenic	low quality draft
6	virus--NC_054761.1--fragment_4	lysogenic	low quality draft
6	virus--3300023033_____Ga0233373_1000002--fragment_8	lysogenic	low quality draft
6	virus--NC_055726.1--fragment_43	lysogenic	low quality draft
6	virus--NC_054940.1--fragment_28	lysogenic	low quality draft
6	virus--3300017694_____Ga0182211_1000012--fragment_11	lysogenic	low quality draft
6	virus--NC_024329.1--fragment_5	lysogenic	low quality draft
6	virus--3300010397_____Ga0134124_10000129--fragment_4	lysogenic	low quality draft
6	virus--3300008618_____Ga0111234_100038--fragment_3	lysogenic	low quality draft
6	virus--NC_031050.1--fragment_2	lysogenic	low quality draft
6	virus--NC_027329.1--fragment_6	lysogenic	low quality draft
6	virus--3300010149_____Ga0098049_1000164--fragment_5	lysogenic	low quality draft
6	virus--3300011445_____Ga0137427_10000081--fragment_5	lysogenic	low quality draft
6	virus--Gammaproteobacteria_gi_545136429--fragment_8	lysogenic	low quality draft
6	virus--NC_028930.1--fragment_7	lysogenic	low quality draft
6	virus--NC_014792.1--fragment_8	lysogenic	low quality draft
6	virus--NC_052656.1--fragment_16	lysogenic	low quality draft
6	virus--3300006851_____Ga0079225_10000157--fragment_5	lysogenic	low quality draft
6	virus--3300007648_____Ga0105531_100328--fragment_4	lysogenic	low quality draft
6	virus--NC_024137.1--fragment_33	lysogenic	low quality draft
6	virus--3300005526_____Ga0073909_10000199--fragment_1	lysogenic	low quality draft
6	plasmid--NZ_AP014953.1--fragment_1	lysogenic	low quality draft
6	virus--3300004237_____Ga0066477_1000052--fragment_1	lysogenic	low quality draft
